country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,X
USA,TV-PG,2100000,2010,718,6.3,1.78,162,4244
USA,,2100000,2015,354,6.7,2.39,14,4245
UK,,,2015,366,4.8,,275,4246
USA,,2100000,2015,308,5.5,2.35,380,4247
UK,Approved,2000000,1963,201,7.5,1.37,0,4248
USA,R,2300000,1989,30,5.1,1.33,321,4249
USA,,,,360,7.4,1.33,763,4250
USA,PG,2000000,1973,66,7.3,1.85,0,4251
USA,R,2000000,2014,189,6.9,2.35,45000,4252
USA,R,2000000,1972,300,6.8,1.85,0,4253
USA,Not Rated,2000000,1962,226,8.4,1.85,15000,4254
Australia,R,2000000,1981,531,7.6,2.35,0,4255
Hong Kong,R,2000000,1994,147,7.6,2.35,0,4256
UK,Not Rated,2000000,1962,367,7.7,1.66,0,4257
USA,R,2000000,1999,148,7.6,1.85,0,4258
France,R,2000000,2011,44,5.3,1.85,0,4259
Germany,R,2000000,2006,284,8.5,2.35,39000,4260
USA,PG-13,2000000,2011,589,7,2.35,10000,4261
USA,Unrated,2000000,1961,491,8,2.35,0,4262
USA,Passed,1614000,1940,760,7.1,1.37,236,4263
France,PG-13,9500000,2003,6,7.8,1.66,0,4264
Canada,PG-13,2000000,1998,752,7.2,1.85,0,4265
USA,R,,2003,119,7.5,1.85,0,4266
USA,R,2700000,2004,8,8,1.85,13000,4267
Mexico,R,2000000,2000,79,8.1,1.85,11000,4268
USA,R,1500000,2003,482,6.8,1.85,0,4269
USA,Approved,2000000,1947,297,7.4,1.37,0,4270
USA,R,2000000,2010,248,7.2,1.85,20000,4271
UK,R,,2003,5,8.1,1.85,0,4272
USA,Approved,2000000,1938,392,7,1.37,60,4273
USA,R,2000000,2005,363,7.4,1.85,0,4274
USA,PG-13,,2010,125,8.3,2.35,63000,4275
UK,R,2000000,2015,625,6.1,1.85,0,4276
France,R,,1999,147,7.5,1.85,0,4277
USA,R,2000000,2005,23000,7,1.85,0,4278
USA,PG-13,2000000,2015,426,5.3,1.85,0,4279
USA,R,2000000,2002,724,4.7,1.85,134,4280
UK,R,2000000,1986,194,5.7,1.85,0,4281
USA,TV-14,,,396,8.1,4,558,4282
UK,PG-13,18000000,1996,591,7.8,2.2,0,4283
USA,Unrated,2000000,2006,51,6.5,1.78,0,4284
Israel,R,1500000,2008,0,8,1.85,0,4285
USA,PG-13,2000000,2003,69,3.3,1.85,32,4286
USA,,2000000,2007,21,8.3,1.85,0,4287
USA,R,2000000,2015,1000,6.9,2.35,0,4288
USA,,,,289,7.3,1.33,43,4289
UK,PG,2000000,2007,142,8.1,1.85,0,4290
USA,PG,,2010,962,6.5,1.33,0,4291
USA,NC-17,2000000,2005,334,6.8,1.85,592,4292
USA,R,,2000,159,7.3,1.85,495,4293
UK,PG-13,,1997,559,6.4,,166,4294
USA,R,3400000,2010,131,4.6,1.85,974,4295
France,R,17000000,1985,572,6.5,2.35,739,4296
USA,PG-13,6000000,2004,1000,7,1.85,857,4297
USA,R,,2007,357,5.4,1.85,17000,4298
USA,PG-13,2000000,1998,3,6.7,1.85,0,4299
India,,,2000,89,2.8,,10,4300
UK,R,,2004,246,7.4,2.35,0,4301
USA,R,3800000,2009,12000,5.8,2.35,407,4302
UK,R,,1997,497,7.1,1.85,224,4303
USA,R,13500000,2015,463,4.5,2.35,0,4304
USA,TV-14,,,747,7.9,1.78,3000,4305
India,PG,,2008,85,5.3,2.35,39,4306
USA,Not Rated,,2003,356,5.4,1.85,61,4307
Thailand,PG,,2013,488,4.8,2.35,715,4308
USA,PG-13,,2014,773,5.9,2.35,0,4309
USA,,1500000,2009,423,6.2,1.85,195,4310
USA,R,2000000,1993,196,5.9,1.85,810,4311
UK,R,14000,2005,11000,6.6,2.35,0,4312
USA,R,2000000,2006,223,6.6,1.85,474,4313
USA,PG-13,25000000,2002,637,5.1,1.85,215,4314
USA,Not Rated,,2015,152,6,,0,4315
UK,R,,2008,698,6.8,2.35,0,4316
USA,R,,2013,449,5.4,1.78,604,4317
UK,R,,2009,480,5.2,2.35,0,4318
South Africa,R,2000000,2008,18,7.8,2.35,1000,4319
UK,R,2000000,2004,312,6.4,2.35,205,4320
Canada,Not Rated,100000,2011,113,6.1,1.78,0,4321
Ireland,R,,2012,94,5.7,1.85,0,4322
USA,R,2000000,2010,167,5.5,2.35,0,4323
UK,,2000000,2015,27,7.4,,0,4324
USA,GP,2000000,1971,430,7.1,1.37,0,4325
USA,Not Rated,,2012,303,3.9,,115,4326
USA,R,2000000,2007,453,4.6,2.35,44,4327
USA,,,,511,7.3,1.33,1000,4328
USA,Not Rated,2300000,1947,29,7.7,1.37,0,4329
USA,R,2000000,2008,597,4.9,1.78,153,4330
USA,R,14000000,2002,284,6.3,2.35,912,4331
USA,R,2000000,2012,811,6.1,1.85,0,4332
USA,,2000000,2013,463,6.6,2.35,0,4333
USA,Not Rated,2000000,2012,403,5.7,2.35,655,4334
USA,R,,2013,591,5.6,,825,4335
West Germany,M,,1967,57,6,1.66,200,4336
USA,R,2000000,2013,472,5.7,,0,4337
USA,Approved,2000000,1966,164,7,1.85,805,4338
USA,,2000000,2007,562,5.3,,69,4339
USA,PG-13,2000000,2011,1000,4.4,,651,4340
USA,R,1250000,2015,418,3.4,,0,4341
USA,,2000000,2015,860,4.5,,0,4342
USA,Not Rated,2000000,2015,1000,3.4,,728,4343
USA,R,1900000,1986,1000,7.1,1.85,0,4344
USA,PG-13,1900000,2003,495,6.4,2.35,298,4345
USA,R,1950000,2015,217,5.2,1.78,620,4346
Spain,R,3000000,2010,517,7,2.35,24000,4347
UK,R,,2010,680,7.3,1.85,17000,4348
Egypt,Not Rated,1500000,2013,10,8.1,1.85,0,4349
France,Unrated,1400000,2006,323,5.8,1.85,104,4350
USA,R,30000000,2013,2000,5.9,2.35,39000,4351
India,Not Rated,,2013,168,6.4,,1000,4352
USA,X,1800000,1984,852,7.5,1.85,10000,4353
UK,PG-13,1000000,2008,27,7.8,1.85,0,4354
New Zealand,,,2015,40,6.3,,213,4355
USA,R,1900000,2015,606,7.2,1.85,1000,4356
France,PG-13,1800000,2010,400,5.6,1.85,0,4357
UK,R,,2009,548,7.2,2.35,10000,4358
USA,PG,1800000,1951,416,8,1.37,5000,4359
USA,PG,1800000,1964,575,8.5,1.66,18000,4360
Mexico,R,1800000,2002,163,6.8,1.85,544,4361
USA,PG-13,1800000,2012,458,7.3,1.85,31000,4362
USA,G,1800000,1973,356,5.5,2.35,511,4363
USA,PG-13,1800000,2000,380,7.3,1.85,0,4364
USA,R,,2011,471,6.3,1.85,952,4365
India,,150000000,2015,77,5.1,,82,4366
USA,PG-13,1500000,2011,14000,6.6,,0,4367
USA,PG-13,1800000,1993,580,6.1,1.78,266,4368
Australia,,1800000,2003,0,7.5,1.85,353,4369
USA,M,1800000,1968,844,7,1.85,0,4370
USA,,,1952,399,7.2,1.37,169,4371
USA,R,1800000,2007,642,5.3,2.35,368,4372
USA,,,2016,258,8.7,,8,4373
Canada,PG-13,1800000,2013,108,3.4,,566,4374
USA,Not Rated,1800000,2012,713,5.4,1.85,569,4375
Germany,R,3500000,1998,37,7.8,1.85,0,4376
USA,R,500000,2002,461,6.7,1.85,0,4377
Canada,PG,2000000,2013,450,4.7,,326,4378
USA,PG-13,1750000,2013,42,6.3,1.85,73,4379
Mexico,PG-13,,2007,399,7.4,1.85,0,4380
USA,PG,1700000,1972,70,6.1,2.35,794,4381
USA,R,1700000,2001,874,7.5,2.35,951,4382
USA,R,2000000,2010,445,6.3,2.35,17000,4383
USA,PG-13,1700000,1999,347,6.3,1.85,374,4384
UK,R,1700000,2004,46,6.8,1.85,869,4385
India,PG,1000000,2013,85,7.8,2.35,16000,4386
UK,R,1000000,2004,805,6.9,1.85,305,4387
USA,Approved,1644736,1938,302,8,1.37,0,4388
USA,Not Rated,1650000,1953,488,7.8,1.37,0,4389
USA,Unrated,1600000,1949,230,7.4,1.37,721,4390
USA,PG,,2013,611,6.1,,0,4391
USA,R,2000000,1999,469,4.3,,43,4392
USA,R,,2010,607,3.5,2.35,588,4393
France,PG,1300000,2007,4,7.2,1.85,0,4394
USA,R,,2014,51,4.7,2.35,844,4395
Israel,Unrated,1500000,2006,30,7.3,,0,4396
USA,PG,1600000,1974,481,7.9,1.37,6000,4397
India,,70000000,2005,96,5.1,,9,4398
France,R,1600000,1969,710,7.2,2.35,278,4399
USA,R,1650000,2003,163,5.4,2.35,63,4400
USA,Not Rated,,2016,253,3.7,,2000,4401
USA,R,26000000,2004,2000,7.4,2.35,7000,4402
USA,PG-13,2000000,2007,541,7.1,1.85,0,4403
USA,R,1100000,1988,403,6.8,1.85,0,4404
USA,Not Rated,1500000,1939,319,8.2,1.37,0,4405
USA,,1500000,1995,202,7,1.85,0,4406
USA,R,1500000,2005,25,7.4,1.85,0,4407
USA,R,1000000,2001,321,6.7,1.85,682,4408
China,R,,2009,4,5.7,2.35,784,4409
USA,,17000000,2016,454,9.1,,0,4410
USA,Unrated,1696377,1945,239,7.6,1.37,0,4411
Canada,R,2000000,1994,971,7.2,1.85,619,4412
USA,R,1500000,1998,787,7.5,1.85,0,4413
USA,PG-13,1500000,2010,618,6.8,2.35,60000,4414
USA,R,1500000,1984,324,6.9,1.85,0,4415
Argentina,R,1500000,2000,22,7.9,1.85,0,4416
Israel,PG-13,,2012,0,7.6,1.85,0,4417
USA,R,1500000,2005,265,6.7,1.66,608,4418
USA,R,1500000,2013,727,5.8,1.78,0,4419
France,R,1500000,1993,424,6.5,1.85,853,4420
USA,R,1500000,2001,243,7.2,1.66,0,4421
USA,R,,2007,530,6.9,2.35,415,4422
USA,R,1500000,2014,191,5.5,2.35,307,4423
USA,R,1500000,2001,148,6.5,2.35,0,4424
USA,R,1500000,2006,522,6.2,1.85,0,4425
USA,PG-13,,2010,826,6.7,,0,4426
USA,R,1500000,2006,935,5.7,1.85,0,4427
USA,G,1500000,1936,8,8.6,1.37,0,4428
USA,PG,1500000,2002,767,6.5,1.85,304,4429
USA,R,1500000,2007,328,6.3,1.85,0,4430
USA,PG-13,1500000,2005,597,4.3,1.85,68,4431
USA,,1500000,2015,485,6.1,,212,4432
USA,R,1500000,2005,189,6,1.85,216,4433
USA,R,1700000,2010,8,5.8,,594,4434
Canada,Not Rated,1500000,2008,98,6.7,2.35,0,4435
USA,R,2000000,2008,781,6.7,2.35,371,4436
USA,,1500000,2015,228,7.6,,132,4437
USA,R,2500000,2012,725,5.1,2.35,15000,4438
New Zealand,Not Rated,350000,2014,46,6.8,2.35,10000,4439
USA,Not Rated,1500000,2005,0,6.8,1.85,0,4440
Canada,,1500000,2005,134,6.8,,193,4441
USA,R,1500000,2013,975,6.3,1.89,283,4442
Romania,Not Rated,5000000,2014,98,7.1,2.35,0,4443
Canada,,1500000,2014,265,2.8,,236,4444
USA,PG-13,2000000,2015,660,8.2,1.85,232,4445
USA,,1500000,2015,522,3.1,2.35,402,4446
USA,PG-13,60000000,2012,3000,7,2.35,38000,4447
USA,Not Rated,1500000,2015,418,3.3,,750,4448
USA,R,2000000,2015,571,3.6,,135,4449
USA,Approved,2000000,1937,47,7.7,1.37,0,4450
Argentina,R,1400000,2004,5,6.7,1.85,57,4451
UK,PG,1455000,1968,423,5.5,2.35,209,4452
UK,PG-13,1400000,2004,70,6.6,1.85,400,4453
USA,PG,2000000,2016,301,4.8,2.35,724,4454
Canada,,3150000,2014,382,5.5,2.35,969,4455
France,R,,2014,4,6.3,1.33,389,4456
USA,R,1400000,2014,147,6.9,,223,4457
USA,Approved,1377800,1966,370,6.5,1.85,0,4458
UK,R,960000,1998,1000,8.2,1.85,21000,4459
USA,,1250000,1982,655,7.1,,32,4460
USA,,,,0,7.3,4,533,4461
Denmark,R,1300000,1998,278,8.1,1.33,5000,4462
USA,R,1300000,1996,680,7.2,1.85,872,4463
USA,R,1592000,2006,24,7.4,1.85,100,4464
USA,PG,1300000,1999,783,6.5,1.85,117,4465
Canada,Not Rated,1500000,2012,197,5.7,,932,4466
USA,R,60000000,1998,969,6.1,2.35,0,4467
USA,,5000000,,121,7.7,1.33,963,4468
Kyrgyzstan,PG-13,1400000,2014,0,8.7,2.35,0,4469
Canada,R,1750000,1985,23,4.3,1.85,220,4470
USA,R,1000000,2003,1000,6.2,1.85,3000,4471
India,,1500000,2005,145,3.3,2.35,66,4472
USA,R,1300000,2010,460,2.7,1.85,0,4473
USA,R,1300000,2009,516,5.2,2.35,969,4474
USA,Not Rated,1288000,1940,991,8.2,1.37,0,4475
USA,R,1250000,1981,121,6.1,1.85,0,4476
USA,Not Rated,1250000,1945,160,8,1.37,0,4477
USA,R,1250000,1984,697,5.5,1.85,0,4478
USA,R,427000,2012,245,5.7,2.35,0,4479
USA,PG,15000000,2011,418,3.7,1.78,381,4480
USA,Approved,1250000,1953,79,7.1,1.37,1000,4481
USA,Approved,1250000,1941,176,7.8,1.37,0,4482
USA,TV-MA,,,691,7.3,,632,4483
USA,,1420000,2014,372,4.1,2.35,447,4484
USA,R,1200000,1989,531,7.2,1.85,2000,4485
USA,R,1200000,2004,878,7.7,1.85,0,4486
USA,R,1200000,2001,577,7.1,1.85,0,4487
USA,,1300000,2014,748,7.6,1.85,221,4488
Mexico,,1300000,2013,24,7,,407,4489
USA,PG-13,80000000,2008,4000,5.5,2.35,0,4490
India,R,7000000,2001,209,7.4,1.85,0,4491
USA,R,1200000,2000,710,7.7,1.85,756,4492
USA,Approved,1200000,1955,255,7.2,1.5,0,4493
Germany,R,27000000,2006,11000,7.8,2.35,10000,4494
USA,R,1200000,1999,1000,6.6,1.85,0,4495
USA,PG-13,1200000,2013,848,6,2.35,0,4496
USA,R,1200000,1992,12000,8.4,2.35,19000,4497
USA,Approved,,1940,62,6.5,1.37,548,4498
Italy,Approved,1200000,1966,34,8.9,2.35,20000,4499
Brazil,R,4000000,2015,9,7.9,2.35,0,4500
USA,PG-13,1200000,2012,330,6,1.85,0,4501
USA,R,1200000,2001,44,6.1,1.78,27,4502
Canada,Not Rated,1200000,2011,,7.4,,5000,4503
USA,,1200000,2007,931,6.2,,87,4504
France,,1500000,2011,29,5.6,1.78,754,4505
USA,,1200000,2013,2,7.2,,75,4506
USA,PG-13,,2003,316,6.1,1.85,480,4507
USA,R,,2008,295,3.8,1.85,636,4508
USA,Approved,1200000,1936,490,7.1,1.37,204,4509
Canada,R,1200000,2011,134,4.5,,161,4510
Canada,R,1200000,2012,91,3.8,,238,4511
USA,PG,2600000,1993,399,6.2,1.85,0,4512
USA,R,1200000,1970,434,6.6,1.85,477,4513
USA,R,1200000,2015,500,4.6,,479,4514
USA,,1200000,2015,350,4.2,,242,4515
USA,R,3000000,2005,1000,6.8,1.85,0,4516
UK,,695393,2004,404,7.7,1.85,0,4517
Australia,,,,457,7.1,2,954,4518
USA,R,1100000,1987,426,5.9,1.85,241,4519
USA,,,2002,,4.7,1.33,51,4520
Canada,,1600000,2002,4,7,1.85,131,4521
South Africa,PG,10000000,2006,48,6.9,1.85,0,4522
Canada,R,1100000,2010,95,6.1,2.35,0,4523
Indonesia,R,1100000,2011,342,7.6,1.85,51000,4524
USA,R,1100000,2010,745,3,1.85,444,4525
Italy,R,1100000,2013,0,2.6,2.35,200,4526
USA,PG,950000,1942,607,8.6,1.37,23000,4527
Australia,R,1400000,2008,5,6.1,1.85,0,4528
India,,,2009,22,7.5,,773,4529
USA,GP,1000000,1972,184,6.7,1.85,0,4530
USA,PG,960000,1976,1000,8.1,1.33,0,4531
Norway,Not Rated,1100000,2014,287,4.9,2.35,234,4532
USA,R,1000000,1980,826,6.8,2.35,7000,4533
UK,Unrated,1000000,1963,269,6.8,1.37,328,4534
USA,R,1000000,2014,305,5.7,1.85,13000,4535
USA,R,1300000,1976,745,8.3,1.85,35000,4536
USA,R,1000000,1981,823,6.6,1.85,0,4537
UK,Approved,1100000,1962,275,7.3,1.37,5000,4538
USA,R,1000000,2012,466,5,1.85,24000,4539
UK,R,1000000,1987,209,7,1.85,0,4540
USA,PG,5000000,2016,420,3.4,2.35,0,4541
USA,PG-13,1000000,2005,989,5.9,2.35,816,4542
Japan,PG,1000000000,1999,3,6,2.35,339,4543
USA,R,3500000,2010,2000,7.4,1.66,25000,4544
USA,R,1000000,2005,508,7.4,1.85,0,4545
USA,R,1000000,2012,169,4.2,1.85,12000,4546
USA,X,900000,1970,46,6.2,2.35,0,4547
USA,,1000000,1956,110,6.2,2.35,365,4548
USA,PG,,2006,68,7.5,1.85,0,4549
USA,Approved,1000000,1949,102,7.2,1.37,624,4550
USA,PG-13,,2008,426,7.2,1.85,0,4551
USA,R,6000000,2013,550,5.4,2.35,12000,4552
UK,,1100000,2015,47,7,1.85,75,4553
USA,R,1000000,2012,374,7.2,1.85,11000,4554
USA,PG,,2008,3,7.9,1.78,37000,4555
USA,PG-13,,2011,264,6.8,,0,4556
USA,R,1000000,1998,472,6.7,1.85,392,4557
USA,PG-13,7500000,2007,3000,7.5,1.85,10000,4558
USA,R,,2014,439,6.8,2.35,0,4559
USA,R,,2011,300,6.9,2.35,0,4560
USA,R,,2014,457,6.8,2.35,0,4561
USA,R,1000000,2008,238,7.2,1.85,0,4562
USA,PG-13,1000000,2013,19,7.4,1.78,14000,4563
USA,R,1000000,1997,104,5.6,1.85,387,4564
UK,R,1000000,1996,695,6.8,1.85,227,4565
UK,R,3500000,1997,891,7.2,1.85,0,4566
USA,PG,1000000,2006,659,7.7,1.75,0,4567
USA,R,1000000,2000,826,7,2.35,671,4568
USA,R,1000000,2002,282,7.2,1.85,0,4569
USA,PG,58000000,2015,1000,6.4,2.35,35000,4570
USA,R,1000000,1998,38,7.2,1.85,603,4571
USA,PG-13,1000000,2001,81,7.2,1.85,100,4572
India,,1000000,2000,186,6.2,2.35,92,4573
USA,R,11000000,1981,898,6.9,2.35,0,4574
USA,NC-17,1000000,1997,203,6.2,1.85,0,4575
USA,R,2500000,2003,552,6.9,2.35,571,4576
USA,R,1000000,1997,394,7,1.85,166,4577
USA,R,1000000,2002,400,6.7,1.85,115,4578
USA,R,1000000,2000,625,3.6,,24,4579
USA,R,,2013,733,6.3,1.85,0,4580
Germany,,,2009,13,7.4,1.85,0,4581
USA,R,1000000,2006,835,7.4,1.78,11000,4582
USA,R,,2014,71,7.3,2.39,32000,4583
USA,PG-13,1000000,2003,577,6.1,1.85,150,4584
USA,PG-13,65000000,2009,559,6.7,2.35,16000,4585
UK,Not Rated,1000000,2012,3,8.2,1.85,20000,4586
USA,R,1000000,2007,125,7.7,1.85,0,4587
UK,PG-13,1000000,2006,7,7.3,1.85,587,4588
USA,Unrated,,2004,3,7.4,,32,4589
USA,PG-13,,2000,922,5.7,,25,4590
New Zealand,PG,1000000,2013,24,7.6,1.85,0,4591
Denmark,G,1000000,2014,8,6.8,,0,4592
USA,PG-13,1000000,2012,984,5.6,1.85,706,4593
India,,1500000,2005,668,4.8,,31,4594
USA,R,900000,2009,962,6.4,1.85,0,4595
USA,R,500000,2010,298,6.8,1.85,0,4596
USA,R,1000000,1998,230,6.1,1.85,157,4597
USA,R,1000000,1999,231,5.2,,27,4598
USA,R,,1996,71,6.9,1.85,43,4599
USA,R,1000000,2000,571,6,1.85,210,4600
USA,,1000000,2009,261,6.3,1.78,143,4601
USA,Not Rated,1000000,2006,163,6.1,1.85,244,4602
USA,R,1000000,2015,171,5.5,2.39,793,4603
USA,R,1000000,2006,645,6.9,1.85,0,4604
USA,R,,1997,490,5.6,,17,4605
USA,R,1000000,2005,361,1.9,1.78,128,4606
Germany,R,1000000,2006,288,4.1,1.85,42,4607
USA,R,1500000,2001,436,5.4,1.85,47,4608
Mexico,Not Rated,1000000,2013,9,6.8,1.85,0,4609
Pakistan,,1000000,2015,5,7,,259,4610
USA,Not Rated,1000000,2006,403,6.7,1.85,501,4611
USA,,1000000,2014,490,5.8,1.78,903,4612
USA,R,1000000,2006,275,6.2,,138,4613
USA,R,1000000,2009,157,2.8,16,297,4614
UK,,,1965,196,7.3,1.37,32,4615
USA,PG,1000000,2004,282,5.8,,141,4616
USA,R,,2008,17000,6.5,1.85,599,4617
USA,R,1000000,2008,618,6.1,,3,4618
USA,R,500000,2009,37,5.1,1.85,0,4619
USA,PG-13,1000000,2012,383,2.2,1.78,150,4620
Spain,Unrated,,2014,0,7.2,2.35,68,4621
USA,,1000000,2011,395,5.7,1.66,370,4622
USA,PG-13,1000000,2009,207,3.4,,41,4623
USA,PG-13,1000000,2014,854,3.8,1.78,54,4624
USA,R,,2012,59,4.7,1.85,0,4625
UK,Not Rated,1000000,2012,334,5.6,2.35,968,4626
USA,,1000000,2006,17,3.9,,91,4627
Canada,,1000000,2014,40,5.4,,48,4628
USA,R,1000000,2015,366,5.2,2.35,936,4629
USA,Not Rated,1000000,2013,211,3.5,2.35,0,4630
USA,PG,1000000,2014,608,5.3,,212,4631
UK,R,20000000,2013,1000,7,2.35,23000,4632
USA,PG,,1968,605,7.1,2.35,785,4633
Germany,R,950000,2013,371,5.5,,2000,4634
USA,,,,275,5.9,,57,4635
USA,Not Rated,950000,2014,413,6,,884,4636
USA,,989000,2007,569,4.8,,42,4637
USA,,913000,2014,28,7.1,,489,4638
USA,Not Rated,910000,1954,416,8.2,1.85,0,4639
USA,R,930000,2011,756,5.7,2.35,995,4640
Romania,Not Rated,590000,2007,60,7.9,1.85,14000,4641
USA,,3000000,2015,171,7.3,,52,4642
USA,R,950000,2005,8,7.1,2.35,12000,4643
USA,R,900000,2005,796,6.4,2.35,698,4644
France,R,,2011,127,5.9,2.35,0,4645
USA,R,900000,2013,270,7.5,1.85,17000,4646
USA,R,900000,2012,947,6.4,2.35,0,4647
USA,Approved,,1942,12,7.4,1.33,0,4648
USA,R,850000,2007,140,7.3,,337,4649
USA,PG-13,15000000,2013,1000,6.5,2.35,12000,4650
USA,R,850000,2003,813,7.2,1.85,0,4651
France,,900000,2011,0,6.7,16,24,4652
USA,R,1000000,2013,782,7.1,,181,4653
USA,R,850000,2012,904,6,2.35,0,4654
USA,R,,2012,517,6.7,2.35,0,4655
USA,PG,825000,2002,234,5.6,1.85,409,4656
UK,R,500000,2006,146,7,2.35,933,4657
USA,,990000,2015,207,4.9,,549,4658
USA,,100000,2015,806,3.2,,312,4659
Iran,PG-13,500000,2011,712,8.4,1.85,48000,4660
UK,,,2009,11,6.9,,33,4661
USA,R,800000,1995,502,7.5,1.85,0,4662
USA,R,800000,1993,143,7.2,1.85,81,4663
France,R,800000,2002,270,7.2,1.85,219,4664
Germany,Not Rated,,1929,20,8,1.33,926,4665
USA,,850000,2008,188,7.4,1.78,18,4666
Argentina,Unrated,800000,2004,5,7.2,,83,4667
France,R,800000,1999,573,6.5,1.85,130,4668
USA,R,800000,2003,262,7.2,,396,4669
USA,R,,2000,749,4.2,,4,4670
USA,Not Rated,600000,2014,217,5.1,,0,4671
Norway,Not Rated,800000,2009,16,6.4,1.85,23000,4672
USA,PG-13,780000,2003,115,6.8,,1000,4673
USA,,,2012,93,6.2,,14,4674
USA,PG,777000,1973,2000,7.5,2.35,0,4675
USA,,750000,2006,0,7.7,1.78,274,4676
USA,R,750000,2007,424,6.9,1.85,307,4677
USA,R,750000,2012,830,7,2.35,31000,4678
USA,R,,2011,135,7.5,1.85,614,4679
UK,Not Rated,500000,2011,257,6.3,2.35,0,4680
USA,R,750000,2011,128,5.5,2.35,0,4681
USA,PG-13,16000000,2009,787,4.8,2.35,0,4682
Italy,R,750000,1970,90,8.1,1.66,0,4683
USA,R,750000,2002,72,6.6,1.78,163,4684
UK,R,900000,2008,233,5.2,1.85,0,4685
USA,R,750000,2006,611,5.6,2.35,2000,4686
USA,R,750000,2009,134,3.1,1.85,128,4687
USA,PG,750000,1952,575,8.1,1.37,3000,4688
USA,PG-13,700000,1994,6,8.3,1.33,0,4689
USA,PG-13,,2005,23,7.1,1.33,903,4690
USA,,,2014,4000,8.1,,1000,4691
USA,NC-17,700000,2001,67,7.2,1.85,420,4692
USA,PG-13,1000000,2014,524,6.3,2.35,523,4693
USA,PG-13,,2009,592,4,,303,4694
New Zealand,PG-13,207000000,2005,918,7.2,2.35,0,4695
Australia,R,30000000,2005,716,5.3,1.85,0,4696
USA,R,700000,2006,519,7.2,1.85,0,4697
USA,PG-13,700000,1998,282,6.5,,102,4698
USA,R,650000,1997,170,6.5,,161,4699
USA,,750000,2015,320,4.9,2.35,158,4700
USA,Not Rated,,2013,511,5.2,1.85,0,4701
UK,,400000,2009,474,7.4,,203,4702
USA,,650000,2014,338,7.4,,5,4703
USA,PG-13,650000,2012,385,5.4,2.35,1000,4704
USA,,625000,2013,21000,3.9,,0,4705
USA,,700000,2015,945,5.3,,0,4706
USA,Approved,609000,1935,172,7.8,1.37,1000,4707
USA,R,60000,1999,170,6.4,1.33,0,4708
USA,R,600000,1970,227,8.1,2.2,0,4709
USA,R,650000,1977,29,6.5,1.85,0,4710
USA,PG-13,600000,2000,266,5.6,1.85,12,4711
USA,PG-13,600000,2007,20,5.6,1.78,11,4712
USA,R,600000,1998,711,6.6,1.85,51,4713
USA,Not Rated,,2013,371,6.3,,358,4714
UK,,400000,2015,0,7.7,,34,4715
USA,,750000,2002,0,7,,32,4716
USA,PG-13,600000,2014,412,8,,9,4717
France,,,2016,8,7.2,,36,4718
USA,,600000,2013,448,4.5,,128,4719
UK,Approved,560000,1964,725,7.7,1.75,0,4720
USA,,560000,2011,,7.2,,88,4721
USA,R,550000,1983,433,6.1,,7,4722
Slovenia,,500000,2015,0,6.4,2.35,18,4723
USA,PG,500000,2008,153,6.5,1.85,0,4724
India,,550000,2013,0,7,1.85,126,4725
USA,G,500000,1974,189,6.1,1.85,816,4726
USA,R,500000,2003,10,5.7,1.85,0,4727
USA,R,,2011,523,5.4,,244,4728
USA,PG,500000,1977,23,5.9,1.85,0,4729
USA,PG,,2005,0,7.5,1.85,588,4730
USA,R,500000,2003,833,7.7,1.85,0,4731
USA,PG-13,1000000,2009,801,7.1,2.35,0,4732
USA,PG,,2006,184,7.4,1.66,694,4733
USA,R,500000,1999,44,7.6,1.85,491,4734
USA,PG,500000,2002,24,6.4,,43,4735
Afghanistan,PG-13,46000,2003,0,7.4,1.85,0,4736
USA,Unrated,500000,2011,169,6.8,16,287,4737
USA,R,500000,2000,27,6.5,1.85,0,4738
USA,PG,500000,2003,34,6,,44,4739
USA,R,500000,1999,505,7.3,1.85,180,4740
USA,R,500000,2004,634,7.3,1.85,1000,4741
USA,R,500000,1997,529,6.5,1.85,51,4742
USA,R,500000,2001,1000,6,1.85,139,4743
USA,R,500000,2002,485,5.3,1.85,86,4744
USA,R,500000,2005,327,6.6,1.85,238,4745
USA,R,,2013,10000,6.1,2.35,0,4746
USA,,500000,2012,79,7.1,,590,4747
Japan,Unrated,2000000,1954,8,8.7,1.37,11000,4748
USA,Not Rated,500000,2012,9,8.4,,0,4749
Switzerland,R,500000,1991,422,5.8,1.85,344,4750
USA,Not Rated,500000,2007,172,6.2,1.85,155,4751
France,R,500000,2010,248,5.8,1.85,46000,4752
USA,PG,135000000,2015,523,6.7,1.85,26000,4753
USA,R,500000,2007,326,5.7,1.85,60,4754
USA,R,500000,2002,1000,6.1,2.35,183,4755
UK,R,500000,2010,280,6.4,2.35,19000,4756
USA,PG,,2005,507,5,1.85,29,4757
USA,PG-13,500000,2007,185,6.5,,339,4758
USA,Not Rated,500000,2012,533,4.6,2.35,898,4759
China,,3000000,2006,4,7.7,2.35,23,4760
UK,,500000,2006,27,7.3,1.85,808,4761
USA,R,100000,2000,946,6.6,1.85,22,4762
USA,R,,2014,943,6.4,2.35,0,4763
USA,,500000,2005,0,5.8,1.33,0,4764
USA,,500000,2014,244,7.2,1.33,16,4765
UK,PG-13,,2012,766,7.2,2.35,0,4766
